Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000272948,AP001412.1,0.010280042538107055,3.3887107897932065,0.04207324495735522,0.0,-2.888093827987487,0.07654095120987453,0.0,0.6006380085045491,1.0
ENSG00000287637,AP001437.2,0.0,-0.41864413226439723,1.0,0.001334867663981588,0.9192610940701176,1.0,0.0,2.4079929305621537,1.0
ENSG00000273210,AP001437.1,0.017133404230178426,1.7188593914855375,0.2028218019157792,0.004004602991944764,-1.6657014066510385,0.1873486983672365,0.008022130013831258,0.6006380085045491,1.0
ENSG00000157540,DYRK1A,0.23986765922249798,0.1359447194132395,0.909254205191392,0.21758342922899884,-0.124066337593983,0.8837929443649176,0.22461964038727522,0.01804641224613901,1.0
ENSG00000157551,KCNJ15,0.0,-2.5885691337067094,0.3306978456417726,0.010678941311852704,3.0891860955124297,0.1873486983672365,0.0,0.23806792911984065,1.0
ENSG00000157557,ETS2,0.02741344676828548,-3.151360253429246,9.518831836747107e-09,0.2990103567318757,3.563117283844843,5.8273854785598765e-12,0.008022130013831258,-3.5048964056678087,0.056392784884757394
ENSG00000235888,AF064858.1,0.0,-1.0036066329855533,0.7994164990567306,0.002669735327963176,1.5042235947912737,0.7278876033884436,0.0,1.8230304298409958,1.0
ENSG00000183527,PSMG1,0.13021387214935604,0.6386890428015541,0.37227260024957615,0.0774223245109321,-0.7216578126250539,0.25516501326113555,0.12033195020746887,0.33117733351132195,1.0
ENSG00000185658,BRWD1,0.32896136121942576,0.36645798294607856,0.6603673423724984,0.23493670886075949,-0.5200239514554037,0.4204846640746658,0.37704011065006915,0.4654784252229127,0.9681597897052527
ENSG00000272991,AF129408.1,0.003426680846035685,2.166318368456759,0.4373967157641977,0.0,-1.6657014066510385,0.4981941457373082,0.0,1.8230304298409958,1.0
ENSG00000237373,BRWD1-IT1,0.003426680846035685,1.1663183684567588,0.7994164990567306,0.001334867663981588,-0.6657014066510385,0.7692035933353248,0.0,1.4079929305621537,1.0
ENSG00000255568,BRWD1-AS2,0.0,-2.4186441322643972,0.22780249189809731,0.009344073647871116,2.9192610940701176,0.08569178900755964,0.0,0.4079929305621528,1.0
ENSG00000205581,HMGN1,1.925794635472055,0.8715751028956267,0.07951128880708734,0.842301495972382,-1.241503908086719,0.00488251588648816,2.3103734439834023,0.8048414835274731,0.435175798946674
ENSG00000182093,GET1,0.07024695734373154,-0.3301074576627401,0.768265847837433,0.08810126582278481,0.23046278236442141,0.7802667201962002,0.0962655601659751,0.3535451465397763,1.0
