Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000142178,SIK1,0.008468389545919112,0.887275107527759,0.6361605254611453,0.004005709286799577,-0.887275107527759,0.6361605254611453
ENSG00000160207,HSF2BP,0.0014113982576531854,1.0799201854701543,0.6795320479323392,0.0,-1.0799201854701543,0.6795320479323392
ENSG00000160208,RRP1B,0.24417189857400107,1.0965989266167844,0.0310252191280534,0.11349509645932133,-1.0965989266167844,0.0310252191280534
ENSG00000160209,PDXK,0.15384241008419722,-1.6544199392892285,0.0002788479148506837,0.48736129656061516,1.6544199392892285,0.0002788479148506837
ENSG00000160213,CSTB,1.0190295420256,-0.7486574647010309,0.14058762500387129,1.7131083383212855,0.7486574647010309,0.14058762500387129
ENSG00000160214,RRP1,0.10867766583929528,0.9058907856951057,0.14058762500387129,0.057415166444127266,-0.9058907856951057,0.14058762500387129
ENSG00000215458,AATBC,0.0,-6.028604271308014,2.2517055173092047e-11,0.09079607716745706,6.028604271308014,2.2517055173092047e-11
ENSG00000160216,AGPAT3,0.11432325886990802,-1.3890762972026771,0.0039920112457196046,0.30176343293890145,1.3890762972026771,0.0039920112457196046
ENSG00000160218,TRAPPC10,0.1637221978877695,0.45843180872388434,0.5283863656859875,0.1188360421750541,-0.45843180872388434,0.5283863656859875
ENSG00000241945,PWP2,0.014113982576531854,1.5393518041074516,0.21432709604639513,0.004005709286799577,-1.5393518041074516,0.21432709604639513
ENSG00000160221,GATD3A,0.08609529371684431,0.17613550072945738,0.8390447392478376,0.07610847644919196,-0.17613550072945738,0.8390447392478376
ENSG00000225331,LINC01678,0.02399377038010415,-0.5575097351451372,0.6428880880802708,0.03605138358119619,0.5575097351451372,0.6428880880802708
ENSG00000285413,AP001056.2,0.0,-1.5050423152510017,0.6795320479323392,0.0026704728578663844,1.5050423152510017,0.6795320479323392
ENSG00000237604,AP001056.1,0.0056455930306127415,1.401848280357516,0.5093078714000893,0.0013352364289331922,-1.401848280357516,0.5093078714000893
ENSG00000232124,AP001057.1,0.009879787803572298,3.0799201854701534,0.051371581973446274,0.0,-3.0799201854701534,0.051371581973446274
ENSG00000160223,ICOSLG,0.04375334598724875,1.4949576847489974,0.06858704229813366,0.014687600718265114,-1.4949576847489974,0.06858704229813366
ENSG00000278158,AP001059.3,0.03246215992602326,3.6648826861913095,0.0005377024367952361,0.0013352364289331922,-3.6648826861913095,0.0005377024367952361
